0	0.999999996	0.999999995	0.999999994
0.0214	0.981758243	0.98333852	0.984269843
0.0428	0.931027891	0.936682745	0.940077454
0.0642	0.857865966	0.868562333	0.875158519
0.0856	0.774166165	0.78936537	0.799065238
0.107	0.689916394	0.708201673	0.720315306
0.1284	0.61148317	0.631262594	0.644803398
0.1498	0.54174643	0.561695549	0.575605666
0.1712	0.481169421	0.500364336	0.513647177
0.1926	0.42894758	0.446808371	0.458616727
0.214	0.383854744	0.400023912	0.40971635
0.2354	0.344687505	0.358940729	0.366108755
0.2568	0.310432217	0.322633363	0.327100852
0.2782	0.280277878	0.290374745	0.292163136
0.2996	0.253587363	0.261609385	0.260890925
0.321	0.229854066	0.235908871	0.232953634
0.3424	0.208675275	0.212923607	0.208063996
0.3638	0.189727277	0.192357082	0.185957542
0.3852	0.172749468	0.173942437	0.166385421
0.4066	0.157532767	0.157438173	0.149099582
0.428	0.143906643	0.142629492	0.133853396
0.4494	0.131722248	0.129331465	0.120396701
0.4708	0.120837989	0.117388168	0.108483269
0.4922	0.111110257	0.106667592	0.0978834
0.5136	0.102395182	0.097052955	0.088397944
0.535	0.094557656	0.088434768	0.079867025
0.5564	0.087484206	0.080707563	0.07217163
0.5778	0.081089911	0.073772252	0.065227462
0.5992	0.075313721	0.067539186	0.058974901
0.6206	0.070107122	0.061929812	0.053368234
0.642	0.065421727	0.056873408	0.048365285
0.6634	0.061201768	0.052305041	0.043919941
0.6848	0.057383232	0.048165463	0.039978455
0.7062	0.053898585	0.044404486	0.036477444
0.7276	0.050682354	0.040983828	0.033346234
0.749	0.047676193	0.037876249	0.030510953
0.7704	0.044829485	0.035061643	0.027902751
0.7918	0.04209904	0.032520599	0.025466567
0.8132	0.039449351	0.030228775	0.023168772
0.8346	0.036856763	0.028152873	0.020999279
0.856	0.034316081	0.026251286	0.01896862
0.8774	0.031844306	0.024479027	0.017100096
0.8988	0.029476129	0.022796312	0.01541776
0.9202	0.02725096	0.021176115	0.013935827
0.9416	0.025196793	0.01960913	0.012652717
0.963	0.023318609	0.018105619	0.011551521
0.9844	0.021598116	0.016692037	0.010604481
1.0058	0.020003718	0.015402733	0.009779123
1.0272	0.018504673	0.014267132	0.009044478
1.0486	0.017082908	0.013296949	0.008375499
1.07	0.015736275	0.012480583	0.007754005
1.0914	0.014476582	0.011787004	0.007166606
1.1128	0.013323134	0.01117626	0.006602115
1.1342	0.01229739	0.01060906	0.006050585
1.1556	0.011417446	0.010049857	0.005504043
1.177	0.010693628	0.009466184	0.004958315
1.1984	0.010124248	0.008827844	0.004414913
1.2198	0.00969382	0.008110404	0.003881789
1.2412	0.009375146	0.007300663	0.003371356
1.2626	0.009136216	0.006402067	0.002895805
1.284	0.00894975	0.005437108	0.002462209
1.3054	0.008800163	0.004444835	0.002070574
1.3268	0.008683777	0.003473334	0.001715795
1.3482	0.008600186	0.002569097	0.001391286
1.3696	0.008538479	0.001767144	0.001091571
1.391	0.008468215	0.001085387	0.000813009
1.4124	0.008342022	0.000524268	0.000553664
1.4338	0.008110116	7.04657E-05	0.000313078
1.4552	0.007737364	-0.000297782	9.11446E-05
1.4766	0.00721378	-0.000606225	-0.0001141
1.498	0.006556152	-0.000882117	-0.000307474
1.5194	0.005803701	-0.001152826	-0.000493807
1.5408	0.005011208	-0.001442856	-0.000672126
1.5622	0.004239844	-0.00176657	-0.000832092
1.5836	0.003546363	-0.002118925	-0.000957716
1.605	0.002972557	-0.002471597	-0.001037983
1.6264	0.002538487	-0.002780392	-0.001077562
1.6478	0.002242315	-0.003001347	-0.001100237
1.6692	0.002065027	-0.00310571	-0.001141793
1.6906	0.001975436	-0.00308633	-0.001235294
1.712	0.001934013	-0.002955033	-0.00139589
1.7334	0.00189802	-0.002735414	-0.001613016
1.7548	0.001829523	-0.002455424	-0.001854024
1.7762	0.001704103	-0.002141892	-0.002076639
1.7976	0.001516016	-0.001816695	-0.002243465
1.819	0.001276912	-0.001493876	-0.002332375
1.8404	0.001008387	-0.001178422	-0.002340776
1.8618	0.000730972	-0.000868756	-0.002284246
1.8832	0.000454614	-0.000563528	-0.002191084
1.9046	0.000176818	-0.000268252	-0.002094564
1.926	-0.000109759	4.65689E-06	-0.002024976
1.9474	-0.000405625	0.000244114	-0.002003887
1.9688	-0.000697274	0.000450567	-0.002041751
1.9902	-0.000960321	0.000639302	-0.002138475
2.0116	-0.001170448	0.000833238	-0.002286081
2.033	-0.001312584	0.001049628	-0.002472361
2.0544	-0.001381576	0.001289585	-0.002683627
2.0758	-0.001377382	0.001536742	-0.002904994
2.0972	-0.001303253	0.001764441	-0.003118802
2.1186	-0.001170384	0.001946091	-0.00330364
2.14	-0.001004126	0.002063048	-0.0034366
2.1614	-0.000844254	0.002107805	-0.003498111
2.1828	-0.000736971	0.002083562	-0.00347728
2.2042	-0.000723328	0.002001435	-0.003375086
2.2256	-0.000830042	0.001875303	-0.003204487
2.247	-0.001065118	0.001714894	-0.002987679
2.2684	-0.001416834	0.001520753	-0.002751973
2.2898	-0.001854613	0.001284961	-0.00252551
2.3112	-0.002333544	0.000997847	-0.002334229
2.3326	-0.002804816	0.000657006	-0.002200857
2.354	-0.003230193	0.000274065	-0.002144286
2.3754	-0.00359397	-0.000123956	-0.002177138
2.3968	-0.003905663	-0.000498616	-0.002301494
2.4182	-0.004191338	-0.000807034	-0.002505083
2.4396	-0.004477625	-0.00100961	-0.002760219
2.461	-0.004777016	-0.001077661	-0.003026495
2.4824	-0.005082075	-0.000999811	-0.00325629
2.5038	-0.005370388	-0.000784595	-0.003402013
2.5252	-0.005615007	-0.000457669	-0.003424181
2.5466	-0.005793264	-5.48326E-05	-0.003299261
2.568	-0.005890413	0.000386349	-0.003025397
2.5894	-0.005898064	0.000833523	-0.002623927
2.6108	-0.005810463	0.001263125	-0.002135471
2.6322	-0.005622074	0.001660282	-0.001610908
2.6536	-0.005329465	0.002016718	-0.001099773
2.675	-0.004937385	0.002328956	-0.000639814
2.6964	-0.004465033	0.00259714	-0.000251422
2.7178	-0.003946678	0.002823663	6.16972E-05
2.7392	-0.00342462	0.003011135	0.000307604
2.7606	-0.002939056	0.00316042	0.000500116
2.782	-0.002520771	0.003269577	0.000653832
2.8034	-0.002187749	0.003334606	0.000780695
2.8248	-0.001943148	0.003352118	0.000887695
2.8462	-0.001773915	0.003322879	0.000975587
2.8676	-0.00165359	0.00325421	0.001039508
2.889	-0.001551361	0.00315886	0.001072488
2.9104	-0.001443746	0.003050143	0.001070953
2.9318	-0.00132132	0.00293549	0.001038938
