0	0.00366272	0.00385575	0.00521026
0.0214	0.010854537	0.011438767	0.0154669
0.0428	0.0176747	0.018662	0.025263
0.0642	0.023958933	0.025359967	0.0343826
0.0856	0.029630067	0.031447133	0.0427093
0.107	0.034683967	0.036908433	0.0502153
0.1284	0.039163367	0.041776433	0.056934533
0.1498	0.0431319	0.046107967	0.062932633
0.1712	0.046656667	0.049966533	0.0682851
0.1926	0.049798867	0.053412067	0.0730641
0.214	0.052610767	0.0564969	0.0773336
0.2354	0.055135767	0.059264867	0.081148633
0.2568	0.0574098	0.061752833	0.0845572
0.2782	0.059463	0.063992067	0.087601667
0.2996	0.061320633	0.0660095	0.0903203
0.321	0.0630044	0.0678287	0.0927478
0.3424	0.064533033	0.069470633	0.094915967
0.3638	0.0659229	0.070954033	0.096853833
0.3852	0.067188333	0.072295367	0.0985875
0.4066	0.068342367	0.073509467	0.1001411
0.428	0.069396533	0.074609333	0.101535933
0.4494	0.070361433	0.0756067	0.102790667
0.4708	0.071246667	0.076511933	0.103921
0.4922	0.0720606	0.0773345	0.104941333
0.5136	0.072810667	0.078082933	0.105862
0.535	0.073503367	0.0787649	0.106694333
0.5564	0.0741442	0.079387267	0.107446667
0.5778	0.0747382	0.079956167	0.108126333
0.5992	0.075289967	0.080477	0.108741
0.6206	0.0758035	0.080954567	0.109297
0.642	0.076282733	0.081393133	0.109801
0.6634	0.076731067	0.0817965	0.110259
0.6848	0.077151433	0.0821679	0.110675333
0.7062	0.077546267	0.082510367	0.111055333
0.7276	0.077917533	0.0828264	0.111403
0.749	0.078266767	0.0831185	0.111720667
0.7704	0.078595167	0.083388867	0.112011667
0.7918	0.078903533	0.083639633	0.112277
0.8132	0.079192533	0.083872767	0.112518333
0.8346	0.079462567	0.084089867	0.112737333
0.856	0.079713933	0.0842923	0.112934667
0.8774	0.079947167	0.084481033	0.113113
0.8988	0.0801631	0.084656833	0.113274
0.9202	0.080362767	0.084820133	0.113419
0.9416	0.0805473	0.084971333	0.113551
0.963	0.080718133	0.085111	0.113671
0.9844	0.080876367	0.085239733	0.113781333
1.0058	0.0810229	0.0853585	0.113883667
1.0272	0.081158433	0.085468533	0.113977667
1.0486	0.0812836	0.085571033	0.114065
1.07	0.081398867	0.0856673	0.114145667
1.0914	0.0815049	0.0857582	0.114220667
1.1128	0.081602467	0.085844367	0.114289333
1.1342	0.0816926	0.0859262	0.114352667
1.1556	0.0817762	0.0860037	0.11441
1.177	0.081854533	0.0860767	0.114461333
1.1984	0.0819287	0.0861447	0.114507333
1.2198	0.081999733	0.086207133	0.114547667
1.2412	0.0820684	0.086263467	0.114583
1.2626	0.0821353	0.086312967	0.114613333
1.284	0.0822009	0.086354867	0.114638667
1.3054	0.082265367	0.086389267	0.114660667
1.3268	0.082328967	0.086416033	0.114678333
1.3482	0.082391967	0.086435933	0.114693
1.3696	0.082454533	0.086449267	0.114704333
1.391	0.082516533	0.086457733	0.114712667
1.4124	0.082577633	0.086461933	0.114718667
1.4338	0.082637067	0.086462433	0.114721667
1.4552	0.082693767	0.0864599	0.114722667
1.4766	0.0827466	0.0864554	0.114721333
1.498	0.0827946	0.086448467	0.114718
1.5194	0.082837133	0.086439767	0.114713
1.5408	0.082873867	0.086428433	0.114706333
1.5622	0.0829049	0.086414867	0.114697333
1.5836	0.0829309	0.086398633	0.114687667
1.605	0.082952667	0.086379633	0.114676333
1.6264	0.082971233	0.086358133	0.114665333
1.6478	0.0829877	0.086334933	0.114654
1.6692	0.0830028	0.086311067	0.114642
1.6906	0.0830173	0.086287167	0.114629
1.712	0.083031433	0.086264267	0.114614333
1.7334	0.083045367	0.086243367	0.114598
1.7548	0.083058733	0.086224367	0.114578333
1.7762	0.083071233	0.086208033	0.114556667
1.7976	0.083082367	0.086193733	0.114533333
1.819	0.0830917	0.086182533	0.114509333
1.8404	0.0830991	0.086173233	0.114485
1.8618	0.083104467	0.086166467	0.114461
1.8832	0.083107767	0.086162267	0.114438
1.9046	0.083109067	0.086160167	0.114416333
1.926	0.083108233	0.086160333	0.114395333
1.9474	0.0831053	0.086162233	0.114374333
1.9688	0.0831002	0.086165533	0.114352667
1.9902	0.083093133	0.086170533	0.114331
2.0116	0.083084567	0.086177	0.114306667
2.033	0.083075	0.086185167	0.114281
